StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2013-10-11 15:59:44;2013-10-11 15:59:44;2013-10-11 15:59:44;00:00:00;00:00:00;1000;1000;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:44;2013-10-11 15:59:45;00:00:01;00:00:01;9610;9601.4;0;0;9610;9611;1;0.999001;9610;9601.4;0;0;9610;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:45;2013-10-11 15:59:46;00:00:01;00:00:02;9760;9680.66;0;0;9760;19371;0;0.49975;9760;9680.66;0;0;19370;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:46;2013-10-11 15:59:47;00:00:01;00:00:03;10440;9930.38;0;0;10440;29811;0;0.333111;10440;9930.38;0;0;29810;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:47;2013-10-11 15:59:48;00:00:01;00:00:04;9820;9902.8;0;0;9820;39631;0;0.249875;9820;9902.8;0;0;39630;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:48;2013-10-11 15:59:49;00:00:01;00:00:05;9881;9898.44;0;0;9881;49512;0;0.19992;9881;9898.44;0;0;49511;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:49;2013-10-11 15:59:50;00:00:01;00:00:06;489;8329.33;0;0;489;50001;0;0.166583;489;8329.33;0;0;50000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:50;2013-10-11 15:59:51;00:00:01;00:00:07;0;7139.94;0;0;0;50001;0;0.142796;0;7139.94;0;0;50000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:51;2013-10-11 15:59:52;00:00:01;00:00:08;0;6247.78;0;0;0;50001;0;0.124953;0;6247.78;0;0;50000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 15:59:44;2013-10-11 15:59:52;2013-10-11 15:59:53;00:00:01;00:00:09;0;5553.2;0;0;0;50001;0;0.111062;0;5553.2;0;0;50000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
