StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2013-10-11 16:46:25;2013-10-11 16:46:25;2013-10-11 16:46:25;00:00:00;00:00:00;1000;1000;0;0;1;1;0;0;1000;1000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:26;2013-10-11 16:46:26;00:00:01;00:00:01;200;200.799;0;0;200;201;1;0.999001;200;200.799;0;0;200;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:27;2013-10-11 16:46:27;00:00:01;00:00:02;0;100.45;0;0;0;201;0;0.49975;0;100.45;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:28;2013-10-11 16:46:28;00:00:01;00:00:03;0;66.9554;0;0;0;201;0;0.333111;0;66.9554;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:29;2013-10-11 16:46:29;00:00:01;00:00:04;0;50.2249;0;0;0;201;0;0.249875;0;50.2249;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:30;2013-10-11 16:46:30;00:00:01;00:00:05;0;40.1839;0;0;0;201;0;0.19992;0;40.1839;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:31;2013-10-11 16:46:31;00:00:01;00:00:06;0;33.4888;0;0;0;201;0;0.166611;0;33.4888;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:32;2013-10-11 16:46:32;00:00:01;00:00:07;0;28.7061;0;0;0;201;0;0.142816;0;28.7061;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:33;2013-10-11 16:46:33;00:00:01;00:00:08;0;25.1187;0;0;0;201;0;0.124969;0;25.1187;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:34;2013-10-11 16:46:34;00:00:01;00:00:09;0;22.3259;0;0;0;201;0;0.111074;0;22.3259;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:35;2013-10-11 16:46:35;00:00:01;00:00:10;0;20.094;0;0;0;201;0;0.09997;0;20.094;0;0;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:36;2013-10-11 16:46:36;00:00:01;00:00:11;200;36.4446;0;0;200;401;0;0.0908843;200;36.4446;0;0;200;0;1;0;0;0;0;0;0;200;200;0;0;0;0;200;200;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:37;2013-10-11 16:46:37;00:00:01;00:00:12;0;33.4083;0;0;0;401;0;0.0833125;0;33.4083;0;0;200;0;1;0;0;0;0;0;0;0;200;0;0;0;0;0;200;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:38;2013-10-11 16:46:38;00:00:01;00:00:13;0;30.839;0;0;0;401;0;0.0769053;0;30.839;0;0;200;0;1;0;0;0;0;0;0;0;200;0;0;0;0;0;200;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:39;2013-10-11 16:46:39;00:00:01;00:00:14;0;28.6347;0;0;0;401;0;0.0714082;0;28.6347;0;0;200;0;1;0;0;0;0;0;0;0;200;0;0;0;0;0;200;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:40;2013-10-11 16:46:40;00:00:01;00:00:15;0;26.7262;0;0;0;401;0;0.0666489;0;26.7262;0;0;200;0;1;0;0;0;0;0;0;0;200;0;0;0;0;0;200;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:41;2013-10-11 16:46:41;00:00:01;00:00:16;0;25.0562;0;0;0;401;0;0.0624844;0;25.0562;0;0;200;0;1;0;0;0;0;0;0;0;200;0;0;0;0;0;200;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:46:25;2013-10-11 16:46:41;2013-10-11 16:46:42;00:00:00;00:00:16;0;24.2369;0;0;0;401;0;0.0604412;0;24.2369;0;0;200;0;1;0;0;0;0;0;0;0;200;0;0;0;0;0;200;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
