StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2013-10-11 16:51:12;2013-10-11 16:51:12;2013-10-11 16:51:12;00:00:00;00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:13;2013-10-11 16:51:13;00:00:01;00:00:01;9991.02;9981.06;0;0;10011;10011;9838.32;9828.51;9991.02;9981.06;0;0;153;1;1;9857;9857;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:027;00:00:00:027;;9380;477;0;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:14;2013-10-11 16:51:14;00:00:01;00:00:02;9910;9945.58;0;0;9910;19921;9972;9900.15;9910;9945.58;0;0;91;0;1;9972;19829;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:029;00:00:00:028;;18807;1022;0;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:15;2013-10-11 16:51:15;00:00:01;00:00:03;10020;9970.36;0;0;10020;29941;9936;9912.09;10020;9970.36;0;0;175;0;1;9936;29765;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:031;00:00:00:029;;28081;1496;188;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:16;2013-10-11 16:51:16;00:00:01;00:00:04;10000;9977.77;0;0;10000;39941;9684;9855.11;9923;9958.53;0;0;491;0;1;9684;39449;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:032;00:00:00:030;;36905;2136;408;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:17;2013-10-11 16:51:17;00:00:01;00:00:05;10060;9994.2;0;0;10060;50001;10217;9927.44;10137;9994.2;0;0;334;0;1;10217;49666;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:031;00:00:00:030;;46640;2618;408;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:18;2013-10-11 16:51:18;00:00:01;00:00:06;9960;9986.84;0;0;9960;59961;9953;9930.05;9960;9986.84;0;0;341;0;1;9953;59619;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:029;00:00:00:030;;56233;2978;408;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:19;2013-10-11 16:51:19;00:00:01;00:00:07;10040;9994.43;0;0;10040;70001;10288;9981.15;10040;9994.43;0;0;93;0;1;10288;69907;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:029;00:00:00:030;;66012;3487;408;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:20;2013-10-11 16:51:20;00:00:01;00:00:08;10000;9995.13;0;0;10000;80001;9627;9936.91;10000;9995.13;0;0;466;0;1;9627;79534;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:029;00:00:00:030;;75067;4059;408;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:21;2013-10-11 16:51:21;00:00:01;00:00:09;10011;9996.89;0;0;10011;90012;10017;9945.8;9983;9993.78;0;0;460;0;1;10017;89551;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:029;00:00:00:029;;84569;4574;408;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:22;2013-10-11 16:51:22;00:00:01;00:00:10;7139;9711.22;0;0;7139;97151;7303;9681.63;7163;9711.22;0;0;296;0;1;7303;96854;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:020;00:00:00:029;;91754;4692;408;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:23;2013-10-11 16:51:23;00:00:01;00:00:11;0;8828.7;0;0;0;97151;0;8801.8;0;8828.7;0;0;296;0;1;0;96854;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:029;;91754;4692;408;0;0;0;0;
2013-10-11 16:51:12;2013-10-11 16:51:23;2013-10-11 16:51:23;00:00:00;00:00:11;0;8563.33;0;0;0;97151;0;8537.24;0;8563.33;0;0;296;0;1;0;96854;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:029;;91754;4692;408;0;0;0;0;
