StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);CER received(P);CER received(C);CER sent(P);CER sent(C);CEA received(P);CEA received(C);CEA sent(P);CEA sent(C);RAR received(P);RAR received(C);RAR sent(P);RAR sent(C);RAA received(P);RAA received(C);RAA sent(P);RAA sent(C);ACR received(P);ACR received(C);ACR sent(P);ACR sent(C);ACA received(P);ACA received(C);ACA sent(P);ACA sent(C);Acct-Interim-Interval received(P);Acct-Interim-Interval received(C);Acct-Interim-Interval sent(P);Acct-Interim-Interval sent(C);Accounting-Realtime-Required received(P);Accounting-Realtime-Required received(C);Accounting-Realtime-Required sent(P);Accounting-Realtime-Required sent(C);Acct-Multi-Session-Id received(P);Acct-Multi-Session-Id received(C);Acct-Multi-Session-Id sent(P);Acct-Multi-Session-Id sent(C);Accounting-Record-Number received(P);Accounting-Record-Number received(C);Accounting-Record-Number sent(P);Accounting-Record-Number sent(C);Accounting-Record-Type received(P);Accounting-Record-Type received(C);Accounting-Record-Type sent(P);Accounting-Record-Type sent(C);Accounting-Session-Id received(P);Accounting-Session-Id received(C);Accounting-Session-Id sent(P);Accounting-Session-Id sent(C);Accounting-Sub-Session-Id received(P);Accounting-Sub-Session-Id received(C);Accounting-Sub-Session-Id sent(P);Accounting-Sub-Session-Id sent(C);Acct-Application-Id received(P);Acct-Application-Id received(C);Acct-Application-Id sent(P);Acct-Application-Id sent(C);Auth-Application-Id received(P);Auth-Application-Id received(C);Auth-Application-Id sent(P);Auth-Application-Id sent(C);Auth-Request-Type received(P);Auth-Request-Type received(C);Auth-Request-Type sent(P);Auth-Request-Type sent(C);Authorization-Lifetime received(P);Authorization-Lifetime received(C);Authorization-Lifetime sent(P);Authorization-Lifetime sent(C);Auth-Grace-Period received(P);Auth-Grace-Period received(C);Auth-Grace-Period sent(P);Auth-Grace-Period sent(C);Auth-Session-State received(P);Auth-Session-State received(C);Auth-Session-State sent(P);Auth-Session-State sent(C);Re-Auth-Request-Type received(P);Re-Auth-Request-Type received(C);Re-Auth-Request-Type sent(P);Re-Auth-Request-Type sent(C);Class received(P);Class received(C);Class sent(P);Class sent(C);Destination-Host received(P);Destination-Host received(C);Destination-Host sent(P);Destination-Host sent(C);Destination-Realm received(P);Destination-Realm received(C);Destination-Realm sent(P);Destination-Realm sent(C);Disconnect-Cause received(P);Disconnect-Cause received(C);Disconnect-Cause sent(P);Disconnect-Cause sent(C);E2E-Sequence received(P);E2E-Sequence received(C);E2E-Sequence sent(P);E2E-Sequence sent(C);Error-Message received(P);Error-Message received(C);Error-Message sent(P);Error-Message sent(C);Error-Reporting-Host received(P);Error-Reporting-Host received(C);Error-Reporting-Host sent(P);Error-Reporting-Host sent(C);Event-Timestamp received(P);Event-Timestamp received(C);Event-Timestamp sent(P);Event-Timestamp sent(C);Experimental-Result received(P);Experimental-Result received(C);Experimental-Result sent(P);Experimental-Result sent(C);Experimental-Result-Code received(P);Experimental-Result-Code received(C);Experimental-Result-Code sent(P);Experimental-Result-Code sent(C);Failed-AVP received(P);Failed-AVP received(C);Failed-AVP sent(P);Failed-AVP sent(C);Firmware-Revision received(P);Firmware-Revision received(C);Firmware-Revision sent(P);Firmware-Revision sent(C);Host-IP-Address received(P);Host-IP-Address received(C);Host-IP-Address sent(P);Host-IP-Address sent(C);Inband-Security-Id received(P);Inband-Security-Id received(C);Inband-Security-Id sent(P);Inband-Security-Id sent(C);Multi-Round-Time-Out received(P);Multi-Round-Time-Out received(C);Multi-Round-Time-Out sent(P);Multi-Round-Time-Out sent(C);Origin-Host received(P);Origin-Host received(C);Origin-Host sent(P);Origin-Host sent(C);Origin-Realm received(P);Origin-Realm received(C);Origin-Realm sent(P);Origin-Realm sent(C);Origin-State-Id received(P);Origin-State-Id received(C);Origin-State-Id sent(P);Origin-State-Id sent(C);Product-Name received(P);Product-Name received(C);Product-Name sent(P);Product-Name sent(C);Proxy-Host received(P);Proxy-Host received(C);Proxy-Host sent(P);Proxy-Host sent(C);Proxy-Info received(P);Proxy-Info received(C);Proxy-Info sent(P);Proxy-Info sent(C);Proxy-State received(P);Proxy-State received(C);Proxy-State sent(P);Proxy-State sent(C);Redirect-Host received(P);Redirect-Host received(C);Redirect-Host sent(P);Redirect-Host sent(C);Redirect-Host-Usage received(P);Redirect-Host-Usage received(C);Redirect-Host-Usage sent(P);Redirect-Host-Usage sent(C);Redirect-Max-Cache-Time received(P);Redirect-Max-Cache-Time received(C);Redirect-Max-Cache-Time sent(P);Redirect-Max-Cache-Time sent(C);Result-Code received(P);Result-Code received(C);Result-Code sent(P);Result-Code sent(C);Route-Record received(P);Route-Record received(C);Route-Record sent(P);Route-Record sent(C);Session-Id received(P);Session-Id received(C);Session-Id sent(P);Session-Id sent(C);Session-Timeout received(P);Session-Timeout received(C);Session-Timeout sent(P);Session-Timeout sent(C);Session-Binding received(P);Session-Binding received(C);Session-Binding sent(P);Session-Binding sent(C);Session-Server-Failover received(P);Session-Server-Failover received(C);Session-Server-Failover sent(P);Session-Server-Failover sent(C);Supported-Vendor-Id received(P);Supported-Vendor-Id received(C);Supported-Vendor-Id sent(P);Supported-Vendor-Id sent(C);Termination-Cause received(P);Termination-Cause received(C);Termination-Cause sent(P);Termination-Cause sent(C);User-Name received(P);User-Name received(C);User-Name sent(P);User-Name sent(C);Vendor-Id received(P);Vendor-Id received(C);Vendor-Id sent(P);Vendor-Id sent(C);Vendor-Specific-Application-Id received(P);Vendor-Specific-Application-Id received(C);Vendor-Specific-Application-Id sent(P);Vendor-Specific-Application-Id sent(C);Filter-Id received(P);Filter-Id received(C);Filter-Id sent(P);Filter-Id sent(C);Service-Information received(P);Service-Information received(C);Service-Information sent(P);Service-Information sent(C);
2013-10-11 16:42:29;2013-10-11 16:42:29;2013-10-11 16:42:29;00:00:00;00:00:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;0;0;
2013-10-11 16:42:29;2013-10-11 16:42:29;2013-10-11 16:42:29;00:00:00;00:00:00;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;
