StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2013-10-11 16:47:33;2013-10-11 16:47:33;2013-10-11 16:47:33;00:00:00;00:00:00;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:33;2013-10-11 16:47:34;00:00:01;00:00:01;9787;9778.22;0;0;9787;9788;9590;9580.42;9787;9778.22;0;0;198;1;1;9589;9589;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:016;00:00:00:016;;9511;78;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:34;2013-10-11 16:47:35;00:00:01;00:00:02;10204;9992;0;0;10204;19994;10213;9897.05;10202;9990;0;0;190;0;1;10213;19803;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:016;00:00:00:016;;19706;97;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:35;2013-10-11 16:47:36;00:00:01;00:00:03;9887;9957.01;0;0;9887;29881;9961;9918.36;9891;9957.01;0;0;116;0;1;9961;29764;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:017;00:00:00:016;;29579;185;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:36;2013-10-11 16:47:37;00:00:01;00:00:04;10100;9992.75;0;0;10100;39981;10095;9962.51;10100;9992.75;0;0;121;0;1;10095;39859;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:016;00:00:00:016;;39609;250;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:37;2013-10-11 16:47:38;00:00:01;00:00:05;9750;9944.21;0;0;9750;49731;9672;9904.42;9750;9944.21;0;0;199;0;1;9672;49531;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:017;00:00:00:016;;49205;326;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:38;2013-10-11 16:47:39;00:00:01;00:00:06;10250;9995.17;0;0;10250;59981;10260;9963.67;10250;9995.17;0;0;189;0;1;10260;59791;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:016;00:00:00:016;;59339;452;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:39;2013-10-11 16:47:40;00:00:01;00:00:07;9992;9993.29;0;0;9992;69973;9985;9965.3;9992;9993.29;0;0;196;0;1;9985;69776;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:016;00:00:00:016;;69263;513;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:40;2013-10-11 16:47:41;00:00:01;00:00:08;9863;9977.01;0;0;9863;79836;9867;9953.01;9863;9977.01;0;0;192;0;1;9867;79643;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:016;00:00:00:016;;79078;565;0;0;0;0;0;
2013-10-11 16:47:33;2013-10-11 16:47:41;2013-10-11 16:47:42;00:00:01;00:00:09;10121;9993;0;0;10121;89957;10123;9971.9;10112;9992;0;0;190;0;1;10123;89766;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:017;00:00:00:016;;89166;600;0;0;0;0;0;
