StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2013-10-11 16:50:20;2013-10-11 16:50:20;2013-10-11 16:50:20;00:00:00;00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:20;2013-10-11 16:50:21;00:00:01;00:00:01;800;800.2;0;0;800;801;1;0.999001;800;800.2;0;0;800;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:21;2013-10-11 16:50:22;00:00:01;00:00:02;0;400.3;0;0;0;801;0;0.49975;0;400.3;0;0;800;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:22;2013-10-11 16:50:23;00:00:01;00:00:03;0;266.911;0;0;0;801;0;0.333222;0;266.911;0;0;800;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:23;2013-10-11 16:50:24;00:00:01;00:00:04;0;200.2;0;0;0;801;0;0.249938;0;200.2;0;0;800;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:24;2013-10-11 16:50:25;00:00:01;00:00:05;0;160.136;0;0;0;801;0;0.19992;0;160.136;0;0;800;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:25;2013-10-11 16:50:26;00:00:01;00:00:06;0;133.456;0;0;0;801;0;0.166611;0;133.456;0;0;800;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:26;2013-10-11 16:50:27;00:00:01;00:00:07;0;114.396;0;0;0;801;0;0.142816;0;114.396;0;0;800;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:27;2013-10-11 16:50:28;00:00:01;00:00:08;0;100.1;0;0;0;801;0;0.124969;0;100.1;0;0;800;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:20;2013-10-11 16:50:28;2013-10-11 16:50:29;00:00:00;00:00:08;0;91.7631;0;0;0;801;0;0.114561;0;91.7631;0;0;800;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
