StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2013-10-11 16:50:43;2013-10-11 16:50:43;2013-10-11 16:50:43;00:00:00;00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:43;2013-10-11 16:50:44;00:00:01;00:00:01;9990;9981.02;0;0;9990;9991;9746;9736.26;9991;9981.02;0;0;245;1;1;9745;9745;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:029;00:00:00:029;;9089;656;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:44;2013-10-11 16:50:45;00:00:01;00:00:02;10010;9995.5;0;0;10010;20001;10086;9911.04;10010;9995.5;0;0;169;0;1;10086;19831;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:029;00:00:00:029;;18516;1315;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:45;2013-10-11 16:50:46;00:00:01;00:00:03;9980;9990.34;0;0;9980;29981;9690;9837.39;9980;9990.34;0;0;459;0;1;9690;29521;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:031;00:00:00:030;;27707;1814;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:46;2013-10-11 16:50:47;00:00:01;00:00:04;10020;9997.75;0;0;10020;40001;10047;9889.78;10020;9997.75;0;0;432;0;1;10047;39568;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:030;00:00:00:030;;36988;2589;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:47;2013-10-11 16:50:48;00:00:01;00:00:05;9610;9920.22;0;0;9610;49611;9891;9891.82;9610;9920.22;0;0;142;0;1;9891;49468;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:030;00:00:00:030;;46564;2904;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:48;2013-10-11 16:50:49;00:00:01;00:00:06;10340;9988.5;0;0;10340;59951;10321;9961.68;10340;9988.5;0;0;161;0;1;10321;59789;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:030;00:00:00:030;;56190;3599;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:49;2013-10-11 16:50:50;00:00:01;00:00:07;10040;9995.86;0;0;10040;69991;9799;9938.45;10040;9995.86;0;0;402;0;1;9799;69588;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:030;00:00:00:030;;64951;4637;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:50;2013-10-11 16:50:51;00:00:01;00:00:08;9990;9995.13;0;0;9990;79981;9806;9921.89;9990;9995.13;0;0;586;0;1;9806;79394;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:030;00:00:00:030;;73989;5405;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:51;2013-10-11 16:50:52;00:00:01;00:00:09;9981.02;9993.56;0;0;9991;89972;9768.23;9904.81;9981.02;9993.56;0;0;799;0;1;9778;89172;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:029;00:00:00:030;;83039;6133;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:52;2013-10-11 16:50:53;00:00:01;00:00:10;9926;9986.8;0;0;9926;99898;9929;9907.23;9926;9986.8;0;0;796;0;1;9929;99101;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:022;00:00:00:029;;92921;6180;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:53;2013-10-11 16:50:54;00:00:01;00:00:11;3999;9441.75;0;0;3999;103897;4176;9385.5;3999;9441.75;0;0;619;0;1;4176;103277;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:016;00:00:00:028;;97056;6221;0;0;0;0;0;
2013-10-11 16:50:43;2013-10-11 16:50:54;2013-10-11 16:50:54;00:00:00;00:00:11;0;9062.1;0;0;0;103897;0;9008.11;0;9062.1;0;0;619;0;1;0;103277;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:028;;97056;6221;0;0;0;0;0;
